education,skills,interests,certifications_count,career
Master,"Docker,Linux,Bash,Ansible,Python,Jenkins,Kubernetes",Infrastructure,1,DevOps Engineer
Master,"Data Structures,SQL,React,Java,Python,Node.js,C++,JavaScript,Git","Web Development,Problem Solving",1,Software Engineer
Bachelor,"Roadmap Planning,Scrum,Stakeholder Management,Product Strategy,User Research,Agile","Leadership,Product Development,Innovation",0,Product Manager
Bachelor,"Python,Network Security,Risk Assessment,SIEM,Ethical Hacking,Cryptography,Penetration Testing,Firewalls,Linux",Risk Management,0,Cybersecurity Analyst
Bachelor,"Docker,Git,JavaScript,SQL,Algorithms,Data Structures,Java",Web Development,1,Software Engineer
Bachelor,"User Research,Product Strategy,Leadership,Agile,Stakeholder Management,Roadmap Planning,Data Analysis","Strategy,Leadership,Product Development",3,Product Manager
Bachelor,"SIEM,Network Security,Firewalls,Penetration Testing,Risk Assessment",Network Protection,1,Cybersecurity Analyst
Bachelor,"Scrum,Product Strategy,User Research,Stakeholder Management,SQL,Agile,Roadmap Planning,Leadership,Data Analysis",Product Development,2,Product Manager
Bachelor,"Data Structures,Node.js,Docker,Python,React,Git,JavaScript,Java,C++","Problem Solving,Mobile Apps,Web Development",1,Software Engineer
Bachelor,"Python,Algorithms,Node.js,SQL,Git,Data Structures,AWS,C++","Software Development,Mobile Apps",0,Software Engineer
Master,"Design Thinking,Wireframing,Adobe XD,Usability Testing,Prototyping,User Research,CSS,Figma,HTML","Design,Visual Design",2,UX/UI Designer
Bachelor,"Bash,Terraform,Jenkins,Kubernetes,CI/CD,Azure,Docker,AWS","Cloud Computing,System Administration",0,DevOps Engineer
PhD,"SQL,Data Visualization,Python,Deep Learning,Tableau,NumPy",Machine Learning,0,Data Scientist
Bachelor,"Data Structures,Algorithms,React,Git,Docker","Web Development,Problem Solving",2,Software Engineer
Bachelor,"Data Analysis,Leadership,Agile,Roadmap Planning,Scrum,User Research,SQL,Stakeholder Management,Product Strategy","Product Development,Strategy,Innovation",1,Product Manager
Bachelor,"Bash,Git,AWS,Jenkins,Azure,Kubernetes,Ansible,Linux","System Administration,Cloud Computing",3,DevOps Engineer
Bachelor,"Stakeholder Management,Agile,Scrum,Roadmap Planning,User Research,Data Analysis,Leadership","Leadership,Innovation,Product Development",0,Product Manager
Bachelor,"Agile,Leadership,Scrum,Product Strategy,SQL,Data Analysis,Stakeholder Management,User Research",Leadership,1,Product Manager
Bachelor,"Jenkins,Kubernetes,Git,Python,Azure,Terraform,Bash,Ansible,CI/CD","Cloud Computing,System Administration",2,DevOps Engineer
Master,"Machine Learning,SQL,Data Visualization,Deep Learning,Python,NumPy,R","Research,Machine Learning",0,Data Scientist
Master,"Deep Learning,NumPy,R,Tableau,TensorFlow,PyTorch,Python","AI,Research,Statistics",1,Data Scientist
Bachelor,"Data Visualization,Statistics,Pandas,PyTorch,SQL,NumPy,Python","Data Analysis,Statistics,AI",1,Data Scientist
PhD,"Statistics,Data Visualization,Deep Learning,TensorFlow,Machine Learning,NumPy","Machine Learning,Statistics",1,Data Scientist
Bachelor,"Ansible,Docker,Linux,Python,Kubernetes,AWS,Terraform,Git,CI/CD,Azure","Automation,Infrastructure,System Administration",0,DevOps Engineer
Bachelor,"Ansible,Git,Python,Docker,Linux,Jenkins","Cloud Computing,System Administration,Automation",0,DevOps Engineer
Master,"Scrum,Data Analysis,Leadership,Agile,Roadmap Planning,Stakeholder Management,SQL,Product Strategy",Leadership,0,Product Manager
Bachelor,"Git,Data Structures,Algorithms,C++,Node.js,JavaScript","Software Development,Web Development,Problem Solving",1,Software Engineer
Bachelor,"CI/CD,Linux,Jenkins,Python,Terraform,Git",Automation,1,DevOps Engineer
Bachelor,"React,C++,AWS,API Development,Git,Java,Python","Mobile Apps,Software Development,Problem Solving",0,Software Engineer
Master,"User Research,Wireframing,Adobe XD,CSS,HTML,Usability Testing,Design Thinking,Figma,Prototyping",Visual Design,2,UX/UI Designer
Bachelor,"AWS,SQL,Docker,API Development,C++,Python,Data Structures","Problem Solving,Mobile Apps",1,Software Engineer
Bachelor,"CSS,Usability Testing,User Research,Design Thinking,Wireframing,Prototyping","Design,User Experience,Product Development",0,UX/UI Designer
Bachelor,"AWS,Kubernetes,Bash,Linux,Ansible,Python,Git,Terraform",System Administration,0,DevOps Engineer
Bachelor,"Python,Cryptography,SIEM,Ethical Hacking,Network Security,Risk Assessment,Firewalls,Penetration Testing","Network Protection,Ethical Hacking",0,Cybersecurity Analyst
Bachelor,"Python,Git,API Development,Docker,Java,React","Software Development,Problem Solving,Web Development",0,Software Engineer
Bachelor,"SQL,Leadership,User Research,Data Analysis,Agile,Product Strategy","Product Development,Innovation,Leadership",0,Product Manager
Bachelor,"Prototyping,Figma,Adobe XD,User Research,Usability Testing","User Experience,Design,Visual Design",1,UX/UI Designer
Bachelor,"Git,Bash,AWS,Azure,Python,Terraform","Automation,Cloud Computing,System Administration",0,DevOps Engineer
Master,"CSS,HTML,Adobe XD,Wireframing,Usability Testing,Figma","User Experience,Design",1,UX/UI Designer
Bachelor,"R,Deep Learning,Pandas,SQL,Tableau,Python,TensorFlow,NumPy,Machine Learning","Statistics,Data Analysis",2,Data Scientist
Bachelor,"Usability Testing,Prototyping,HTML,Adobe XD,Figma,Design Thinking,User Research,CSS","Product Development,Design,User Experience",1,UX/UI Designer
Bachelor,"Data Visualization,Tableau,Machine Learning,SQL,PyTorch,R,Python,Pandas,Deep Learning","Statistics,Machine Learning,Research",1,Data Scientist
Master,"Penetration Testing,Cryptography,Risk Assessment,Linux,Firewalls,Network Security","Ethical Hacking,Security,Network Protection",2,Cybersecurity Analyst
Bachelor,"C++,Algorithms,Python,SQL,Data Structures,Git",Problem Solving,2,Software Engineer
Master,"Stakeholder Management,User Research,Scrum,Agile,SQL,Leadership,Roadmap Planning,Data Analysis,Product Strategy","Strategy,Leadership",3,Product Manager
Bachelor,"API Development,React,Algorithms,Docker,JavaScript,Python,SQL,Data Structures,AWS,C++","Web Development,Mobile Apps",1,Software Engineer
Bachelor,"Firewalls,Ethical Hacking,Linux,Network Security,Python,Risk Assessment,Cryptography,Penetration Testing,SIEM","Security,Network Protection,Risk Management",3,Cybersecurity Analyst
Bachelor,"Design Thinking,Wireframing,Prototyping,HTML,Figma,User Research,CSS",Design,1,UX/UI Designer
Master,"User Research,HTML,Design Thinking,CSS,Prototyping","Visual Design,User Experience",1,UX/UI Designer
Bachelor,"User Research,Prototyping,Design Thinking,Wireframing,HTML,Usability Testing,CSS,Figma","Product Development,Design,User Experience",2,UX/UI Designer
Master,"Firewalls,Risk Assessment,SIEM,Penetration Testing,Cryptography,Network Security,Ethical Hacking,Linux","Ethical Hacking,Network Protection,Security",1,Cybersecurity Analyst
Master,"Ansible,Python,CI/CD,Git,Jenkins,AWS,Terraform","System Administration,Automation",3,DevOps Engineer
Bachelor,"Python,C++,Node.js,Docker,Java,API Development,SQL,AWS","Software Development,Problem Solving",1,Software Engineer
Bachelor,"Network Security,Linux,SIEM,Python,Risk Assessment",Network Protection,0,Cybersecurity Analyst
Bachelor,"Azure,Ansible,Git,Linux,Jenkins,CI/CD,Terraform","Cloud Computing,Automation,Infrastructure",0,DevOps Engineer
Bachelor,"Risk Assessment,Python,Network Security,SIEM,Penetration Testing","Network Protection,Ethical Hacking",0,Cybersecurity Analyst
Bachelor,"Stakeholder Management,SQL,User Research,Leadership,Data Analysis,Scrum","Product Development,Strategy,Leadership",1,Product Manager
PhD,"PyTorch,TensorFlow,Python,NumPy,Tableau,Data Visualization,SQL","Statistics,AI",0,Data Scientist
Master,"Leadership,Stakeholder Management,Data Analysis,Roadmap Planning,Scrum,Agile,Product Strategy,User Research,SQL",Strategy,3,Product Manager
Bachelor,"React,Git,JavaScript,AWS,SQL,Node.js,API Development,Algorithms,C++,Java","Software Development,Web Development,Mobile Apps",2,Software Engineer
Master,"Python,Cryptography,Linux,Firewalls,Penetration Testing,Risk Assessment,Ethical Hacking","Network Protection,Risk Management,Ethical Hacking",1,Cybersecurity Analyst
Master,"User Research,Agile,Leadership,Roadmap Planning,SQL,Scrum,Product Strategy,Stakeholder Management",Product Development,2,Product Manager
Master,"Deep Learning,TensorFlow,Data Visualization,Tableau,Pandas,R,Machine Learning,SQL,Python",Data Analysis,1,Data Scientist
Master,"SQL,Tableau,Data Visualization,Machine Learning,Python,Pandas,R","AI,Research,Machine Learning",2,Data Scientist
Bachelor,"Azure,Bash,Docker,Kubernetes,Ansible,Git,CI/CD,Jenkins",Automation,3,DevOps Engineer
Bachelor,"Network Security,Ethical Hacking,SIEM,Penetration Testing,Cryptography,Firewalls,Risk Assessment,Linux","Risk Management,Ethical Hacking,Network Protection",0,Cybersecurity Analyst
Bachelor,"Penetration Testing,Firewalls,Ethical Hacking,Linux,Cryptography,SIEM,Python,Network Security,Risk Assessment","Security,Network Protection,Risk Management",2,Cybersecurity Analyst
Master,"SQL,Roadmap Planning,Leadership,Data Analysis,Scrum,Stakeholder Management,Agile,Product Strategy",Leadership,0,Product Manager
Master,"Git,C++,Java,Algorithms,SQL,JavaScript,Data Structures",Mobile Apps,1,Software Engineer
Bachelor,"User Research,Usability Testing,Prototyping,CSS,Adobe XD,Figma,Design Thinking,Wireframing,HTML","Design,User Experience",0,UX/UI Designer
Master,"Figma,HTML,User Research,Prototyping,Design Thinking","User Experience,Product Development,Visual Design",0,UX/UI Designer
Bachelor,"Terraform,Git,Linux,Docker,Ansible,Jenkins,Kubernetes,Bash,Python","Cloud Computing,System Administration,Automation",2,DevOps Engineer
Bachelor,"Stakeholder Management,SQL,Product Strategy,Data Analysis,Scrum,Leadership","Product Development,Leadership,Innovation",0,Product Manager
Bachelor,"Firewalls,Ethical Hacking,Python,Risk Assessment,Cryptography,SIEM","Security,Risk Management,Ethical Hacking",3,Cybersecurity Analyst
Bachelor,"Design Thinking,Figma,Usability Testing,CSS,Adobe XD,User Research,Prototyping,Wireframing","Product Development,Design,User Experience",0,UX/UI Designer
Bachelor,"Design Thinking,HTML,Prototyping,Adobe XD,User Research,Usability Testing,CSS",Product Development,0,UX/UI Designer
Master,"Git,Kubernetes,Bash,Docker,Ansible,Terraform,Python,AWS,Azure","Infrastructure,Automation,System Administration",1,DevOps Engineer
Bachelor,"Docker,Linux,CI/CD,Git,AWS,Jenkins,Python,Ansible","Automation,Infrastructure,Cloud Computing",1,DevOps Engineer
Bachelor,"Stakeholder Management,User Research,Data Analysis,Product Strategy,SQL,Agile,Scrum,Leadership,Roadmap Planning","Leadership,Innovation",1,Product Manager
Bachelor,"User Research,Wireframing,Adobe XD,HTML,Prototyping",Visual Design,0,UX/UI Designer
Bachelor,"Deep Learning,PyTorch,Pandas,Statistics,R,NumPy,Machine Learning,TensorFlow,SQL","Machine Learning,Data Analysis",0,Data Scientist
Master,"Linux,Risk Assessment,SIEM,Network Security,Python",Ethical Hacking,0,Cybersecurity Analyst
Bachelor,"C++,Java,Git,Node.js,SQL,JavaScript","Problem Solving,Software Development",1,Software Engineer
Bachelor,"Git,Algorithms,Java,AWS,API Development,JavaScript,Data Structures,React,C++","Web Development,Problem Solving,Software Development",1,Software Engineer
Master,"Ethical Hacking,Cryptography,SIEM,Firewalls,Risk Assessment","Ethical Hacking,Risk Management",1,Cybersecurity Analyst
Bachelor,"User Research,Stakeholder Management,Product Strategy,Leadership,Agile,Roadmap Planning",Leadership,2,Product Manager
Master,"Tableau,SQL,Data Visualization,Deep Learning,Python,Statistics,Machine Learning,PyTorch,TensorFlow,R","Machine Learning,AI,Statistics",3,Data Scientist
Bachelor,"Product Strategy,Stakeholder Management,User Research,Data Analysis,Leadership,Agile,SQL,Roadmap Planning","Product Development,Leadership",1,Product Manager
Bachelor,"Design Thinking,Figma,Usability Testing,HTML,User Research,CSS,Adobe XD,Wireframing,Prototyping","Visual Design,Design,Product Development",0,UX/UI Designer
Bachelor,"Python,AWS,Azure,CI/CD,Jenkins,Terraform,Bash,Git,Docker",Cloud Computing,0,DevOps Engineer
Bachelor,"HTML,User Research,Wireframing,Prototyping,Adobe XD,Design Thinking,CSS","User Experience,Design,Visual Design",3,UX/UI Designer
Bachelor,"Scrum,SQL,Agile,User Research,Stakeholder Management,Leadership,Product Strategy,Roadmap Planning","Product Development,Innovation,Leadership",2,Product Manager
Bachelor,"Product Strategy,Data Analysis,Scrum,User Research,Stakeholder Management,SQL,Agile,Leadership","Product Development,Strategy",3,Product Manager
Master,"Linux,Penetration Testing,Python,Ethical Hacking,Risk Assessment,Firewalls,Cryptography,Network Security","Risk Management,Network Protection",2,Cybersecurity Analyst
Bachelor,"Usability Testing,CSS,Design Thinking,Prototyping,HTML,User Research,Adobe XD,Figma","Visual Design,Design,Product Development",1,UX/UI Designer
Master,"NumPy,Machine Learning,Statistics,Tableau,Pandas,Data Visualization,Python,R",Research,1,Data Scientist
Master,"SQL,Node.js,Git,Algorithms,API Development,Data Structures,Python",Mobile Apps,2,Software Engineer
Bachelor,"Data Visualization,NumPy,PyTorch,Deep Learning,SQL,Pandas",Research,0,Data Scientist
Bachelor,"User Research,Figma,HTML,Prototyping,Design Thinking,Adobe XD,CSS,Wireframing","Product Development,Visual Design",1,UX/UI Designer
Bachelor,"Stakeholder Management,SQL,Roadmap Planning,Leadership,Scrum,Product Strategy,Data Analysis,User Research","Leadership,Innovation,Strategy",0,Product Manager
Master,"Algorithms,Python,Java,Git,Data Structures,AWS,Node.js,JavaScript","Software Development,Mobile Apps,Problem Solving",2,Software Engineer
Bachelor,"Kubernetes,Azure,CI/CD,Ansible,Jenkins,Git,AWS","Cloud Computing,System Administration",1,DevOps Engineer
Bachelor,"SQL,Data Analysis,Leadership,Stakeholder Management,Roadmap Planning,Agile,Scrum,User Research,Product Strategy",Strategy,0,Product Manager
Bachelor,"User Research,Prototyping,Wireframing,Usability Testing,Design Thinking,HTML,Figma","Product Development,User Experience",0,UX/UI Designer
Bachelor,"Python,Azure,Jenkins,Docker,Ansible,Bash,Terraform","Cloud Computing,System Administration,Automation",1,DevOps Engineer
Master,"Penetration Testing,Linux,Cryptography,Firewalls,SIEM,Risk Assessment","Security,Risk Management",3,Cybersecurity Analyst
Master,"Data Visualization,PyTorch,Deep Learning,R,NumPy,Python,Statistics,Pandas","Machine Learning,Statistics,Data Analysis",1,Data Scientist
Master,"CI/CD,Bash,Terraform,Azure,Kubernetes,Ansible,AWS,Docker","Cloud Computing,System Administration",0,DevOps Engineer
Bachelor,"Jenkins,Python,Azure,Kubernetes,Docker,Terraform",System Administration,0,DevOps Engineer
Master,"Data Visualization,Statistics,Pandas,R,Machine Learning,Python","Research,AI",0,Data Scientist
Bachelor,"Node.js,API Development,Java,AWS,Docker","Mobile Apps,Web Development,Software Development",1,Software Engineer
Bachelor,"Docker,Node.js,Data Structures,Java,AWS","Mobile Apps,Software Development,Web Development",0,Software Engineer
Master,"TensorFlow,Pandas,R,Deep Learning,SQL,Tableau,Statistics,NumPy,Data Visualization","Statistics,Machine Learning",2,Data Scientist
Bachelor,"Git,Bash,Terraform,Jenkins,Kubernetes,CI/CD,Azure,Ansible,Python","Cloud Computing,Infrastructure",1,DevOps Engineer
Bachelor,"CSS,Prototyping,Adobe XD,Figma,User Research,Wireframing","Visual Design,Design",1,UX/UI Designer
Bachelor,"Linux,Cryptography,Penetration Testing,Risk Assessment,SIEM","Security,Ethical Hacking,Risk Management",1,Cybersecurity Analyst
Master,"Data Structures,AWS,Java,JavaScript,Git,C++,Python,React","Mobile Apps,Software Development",1,Software Engineer
Master,"R,Statistics,Data Visualization,Machine Learning,Deep Learning,Pandas",Data Analysis,0,Data Scientist
Bachelor,"Cryptography,Python,Penetration Testing,Risk Assessment,Linux,SIEM","Risk Management,Ethical Hacking,Security",1,Cybersecurity Analyst
Bachelor,"Firewalls,SIEM,Penetration Testing,Risk Assessment,Cryptography,Python,Ethical Hacking,Linux","Ethical Hacking,Network Protection",3,Cybersecurity Analyst
Master,"Scrum,Agile,User Research,Product Strategy,SQL,Stakeholder Management,Roadmap Planning,Leadership,Data Analysis","Innovation,Product Development,Strategy",1,Product Manager
Master,"Bash,Git,Terraform,Docker,Azure,Jenkins",Infrastructure,1,DevOps Engineer
Bachelor,"Network Security,Python,SIEM,Penetration Testing,Ethical Hacking,Linux,Firewalls,Risk Assessment","Security,Risk Management",0,Cybersecurity Analyst
Master,"CSS,Adobe XD,Figma,User Research,Wireframing,Usability Testing,Prototyping","Product Development,Design",1,UX/UI Designer
Bachelor,"Prototyping,Usability Testing,Design Thinking,Wireframing,CSS",User Experience,2,UX/UI Designer
Bachelor,"Node.js,Python,Data Structures,C++,API Development,React",Problem Solving,3,Software Engineer
Bachelor,"React,C++,Java,Node.js,API Development,Python,JavaScript,AWS,Algorithms",Web Development,1,Software Engineer
Master,"Linux,Penetration Testing,Risk Assessment,Firewalls,SIEM,Python,Network Security,Cryptography,Ethical Hacking",Ethical Hacking,0,Cybersecurity Analyst
Master,"Cryptography,Network Security,SIEM,Linux,Ethical Hacking,Firewalls",Ethical Hacking,0,Cybersecurity Analyst
PhD,"PyTorch,Pandas,Tableau,Deep Learning,TensorFlow,SQL,R,Statistics,Python","AI,Research,Data Analysis",1,Data Scientist
Master,"AWS,Docker,C++,Data Structures,React,Node.js,API Development","Software Development,Problem Solving,Mobile Apps",2,Software Engineer
Master,"Azure,AWS,CI/CD,Python,Terraform,Ansible,Bash,Kubernetes","Automation,Cloud Computing",0,DevOps Engineer
Master,"C++,API Development,SQL,Data Structures,Git,Docker,Algorithms,Python","Software Development,Problem Solving",0,Software Engineer
Master,"Penetration Testing,Ethical Hacking,Firewalls,Risk Assessment,Cryptography","Network Protection,Risk Management",0,Cybersecurity Analyst
Bachelor,"Kubernetes,Jenkins,Terraform,Linux,Git,Bash,CI/CD",Cloud Computing,0,DevOps Engineer
Master,"Leadership,Product Strategy,Data Analysis,Roadmap Planning,Scrum,SQL,Stakeholder Management,User Research",Product Development,1,Product Manager
Master,"Algorithms,React,Java,Python,Git,AWS,Node.js,Docker,API Development,Data Structures","Web Development,Software Development",0,Software Engineer
Master,"Usability Testing,HTML,Adobe XD,Wireframing,Figma,CSS,Design Thinking","User Experience,Product Development",0,UX/UI Designer
Master,"Adobe XD,Prototyping,User Research,Wireframing,Figma,Usability Testing,HTML",Design,0,UX/UI Designer
Bachelor,"NumPy,Data Visualization,Deep Learning,Tableau,Pandas,R,Python,PyTorch","Machine Learning,Research,AI",0,Data Scientist
Bachelor,"Scrum,User Research,Leadership,Product Strategy,SQL,Roadmap Planning,Data Analysis",Innovation,2,Product Manager
Bachelor,"Python,Bash,Ansible,AWS,Linux,CI/CD,Jenkins,Git","Cloud Computing,System Administration,Infrastructure",0,DevOps Engineer
Master,"Leadership,Agile,SQL,Roadmap Planning,User Research,Data Analysis","Product Development,Leadership,Innovation",0,Product Manager
Master,"R,Data Visualization,Tableau,SQL,PyTorch,Deep Learning,NumPy,Pandas,Python","AI,Data Analysis,Statistics",0,Data Scientist
Bachelor,"Docker,JavaScript,API Development,Data Structures,Algorithms,Node.js,Git",Problem Solving,1,Software Engineer
Master,"Stakeholder Management,Data Analysis,Product Strategy,Agile,Scrum,Roadmap Planning,Leadership,SQL",Strategy,2,Product Manager
Master,"Java,React,Data Structures,C++,Git,Python","Software Development,Problem Solving",0,Software Engineer
Bachelor,"Ethical Hacking,Risk Assessment,Python,Network Security,Penetration Testing,Firewalls,SIEM,Cryptography","Security,Network Protection,Risk Management",0,Cybersecurity Analyst
Bachelor,"Agile,SQL,User Research,Scrum,Stakeholder Management,Roadmap Planning,Data Analysis,Leadership,Product Strategy","Innovation,Leadership",0,Product Manager
Bachelor,"Scrum,SQL,Leadership,Stakeholder Management,Product Strategy,Roadmap Planning","Product Development,Strategy",2,Product Manager
Master,"Penetration Testing,Cryptography,Risk Assessment,Firewalls,SIEM,Network Security,Linux","Ethical Hacking,Risk Management,Network Protection",0,Cybersecurity Analyst
Bachelor,"Machine Learning,Deep Learning,SQL,NumPy,R,Pandas","Research,Data Analysis",2,Data Scientist
Bachelor,"Design Thinking,Figma,User Research,CSS,Usability Testing,HTML,Wireframing,Prototyping","Product Development,Visual Design,Design",0,UX/UI Designer
Master,"Tableau,SQL,NumPy,Python,Deep Learning,Statistics,Data Visualization,PyTorch,TensorFlow","Machine Learning,AI,Research",0,Data Scientist
Master,"Linux,Cryptography,Firewalls,SIEM,Network Security,Risk Assessment,Penetration Testing,Python",Ethical Hacking,1,Cybersecurity Analyst
Bachelor,"Algorithms,Docker,Java,SQL,React,Git","Software Development,Mobile Apps,Web Development",0,Software Engineer
Master,"CSS,Adobe XD,HTML,Figma,Wireframing,Usability Testing,Design Thinking,Prototyping,User Research","Design,Product Development",1,UX/UI Designer
Bachelor,"Figma,CSS,HTML,Wireframing,Design Thinking,User Research,Adobe XD,Usability Testing,Prototyping","User Experience,Design",2,UX/UI Designer
Bachelor,"Agile,Data Analysis,Stakeholder Management,Product Strategy,Scrum,Leadership,SQL","Innovation,Leadership,Strategy",0,Product Manager
Bachelor,"Roadmap Planning,SQL,Scrum,Stakeholder Management,Agile,User Research,Data Analysis,Product Strategy","Innovation,Product Development",1,Product Manager
Master,"Adobe XD,Figma,User Research,Design Thinking,Usability Testing","Visual Design,Product Development",0,UX/UI Designer
Master,"SQL,R,NumPy,Data Visualization,Pandas,PyTorch",Data Analysis,3,Data Scientist
Master,"C++,Docker,Python,Git,Algorithms,API Development,JavaScript,Data Structures",Web Development,0,Software Engineer
Master,"Stakeholder Management,Scrum,Agile,SQL,Product Strategy,Leadership,User Research,Roadmap Planning",Strategy,0,Product Manager
Master,"Kubernetes,Git,Python,CI/CD,Linux,Jenkins,Azure,Bash","Infrastructure,Automation",1,DevOps Engineer
Master,"Usability Testing,Wireframing,Design Thinking,HTML,Adobe XD",User Experience,1,UX/UI Designer
Master,"Risk Assessment,Ethical Hacking,Python,Linux,Penetration Testing","Security,Risk Management,Ethical Hacking",1,Cybersecurity Analyst
Master,"Ethical Hacking,Firewalls,Risk Assessment,SIEM,Linux",Ethical Hacking,3,Cybersecurity Analyst
Bachelor,"Scrum,Data Analysis,Product Strategy,Roadmap Planning,User Research,Stakeholder Management,Leadership,Agile,SQL",Product Development,0,Product Manager
Bachelor,"Usability Testing,Figma,Wireframing,HTML,Design Thinking,Adobe XD,Prototyping,User Research,CSS",Visual Design,3,UX/UI Designer
Bachelor,"AWS,Python,Node.js,SQL,C++",Software Development,0,Software Engineer
Master,"CSS,Figma,Usability Testing,HTML,Prototyping,User Research","User Experience,Design,Visual Design",0,UX/UI Designer
Master,"NumPy,TensorFlow,Data Visualization,PyTorch,Deep Learning,Tableau,SQL,Machine Learning,Statistics,Python","AI,Statistics,Machine Learning",2,Data Scientist
Bachelor,"Terraform,Ansible,Kubernetes,Azure,Git,Jenkins,Docker",Cloud Computing,2,DevOps Engineer
Bachelor,"Ethical Hacking,Network Security,Penetration Testing,Cryptography,Risk Assessment,Firewalls","Security,Ethical Hacking,Network Protection",0,Cybersecurity Analyst
Bachelor,"Prototyping,Design Thinking,User Research,Usability Testing,CSS,Adobe XD,Wireframing",Design,0,UX/UI Designer
Bachelor,"Firewalls,Penetration Testing,Ethical Hacking,Cryptography,Python,SIEM","Risk Management,Ethical Hacking",2,Cybersecurity Analyst
Bachelor,"Python,Linux,CI/CD,Jenkins,AWS,Terraform",System Administration,1,DevOps Engineer
Bachelor,"Network Security,Firewalls,SIEM,Python,Risk Assessment,Linux","Risk Management,Network Protection,Security",2,Cybersecurity Analyst
Master,"Azure,Git,Python,Docker,Bash,CI/CD,Linux,AWS",Infrastructure,2,DevOps Engineer
Master,"Java,API Development,Python,SQL,React,JavaScript,AWS,Docker","Mobile Apps,Problem Solving,Web Development",0,Software Engineer
Master,"Terraform,Kubernetes,Bash,Jenkins,AWS,Azure,Ansible,Docker,Git",Automation,3,DevOps Engineer
Bachelor,"CSS,Design Thinking,Wireframing,Adobe XD,Usability Testing,Prototyping","Design,Visual Design",0,UX/UI Designer
Bachelor,"Product Strategy,Data Analysis,SQL,Stakeholder Management,Scrum,Roadmap Planning,Agile","Product Development,Leadership,Innovation",0,Product Manager
Master,"Python,Tableau,Machine Learning,Pandas,SQL,Statistics,Data Visualization,NumPy,TensorFlow,R","Machine Learning,Statistics,Data Analysis",1,Data Scientist
Bachelor,"Firewalls,Penetration Testing,Network Security,Risk Assessment,Python,SIEM,Ethical Hacking,Cryptography,Linux","Network Protection,Risk Management,Security",3,Cybersecurity Analyst
Bachelor,"Figma,HTML,User Research,Usability Testing,CSS,Design Thinking,Prototyping","Design,User Experience,Product Development",0,UX/UI Designer
Bachelor,"AWS,Terraform,Linux,Azure,Jenkins,CI/CD,Python,Git,Bash",System Administration,2,DevOps Engineer
Bachelor,"Roadmap Planning,SQL,Agile,Stakeholder Management,Leadership,Data Analysis",Leadership,0,Product Manager
Bachelor,"Python,Node.js,Data Structures,Docker,SQL,Java,Algorithms,C++,AWS,React",Mobile Apps,1,Software Engineer
Bachelor,"React,Node.js,AWS,Docker,Git,SQL,C++,API Development,Python","Problem Solving,Web Development,Software Development",0,Software Engineer
Bachelor,"Design Thinking,CSS,Adobe XD,HTML,Figma","Design,User Experience",1,UX/UI Designer
Master,"Cryptography,Ethical Hacking,Risk Assessment,SIEM,Python,Penetration Testing,Linux",Risk Management,0,Cybersecurity Analyst
Bachelor,"Adobe XD,Wireframing,CSS,Usability Testing,HTML,User Research,Figma,Design Thinking,Prototyping",User Experience,1,UX/UI Designer
Bachelor,"Stakeholder Management,User Research,Product Strategy,Leadership,Scrum,SQL,Roadmap Planning,Data Analysis,Agile",Strategy,0,Product Manager
Master,"Adobe XD,Prototyping,HTML,Design Thinking,CSS",Product Development,0,UX/UI Designer
Master,"Design Thinking,CSS,Prototyping,User Research,Usability Testing,Adobe XD","Visual Design,User Experience",0,UX/UI Designer
Bachelor,"Kubernetes,Terraform,Jenkins,Git,Docker,Azure,CI/CD,Ansible,Bash","Infrastructure,Automation,System Administration",3,DevOps Engineer
Master,"Jenkins,CI/CD,Linux,Docker,Terraform,AWS,Kubernetes,Azure,Python","System Administration,Cloud Computing,Infrastructure",1,DevOps Engineer
Bachelor,"API Development,React,AWS,JavaScript,Java,Python,Docker,Algorithms,C++","Web Development,Software Development",1,Software Engineer
Bachelor,"Penetration Testing,Firewalls,Python,Risk Assessment,Cryptography,SIEM",Ethical Hacking,1,Cybersecurity Analyst
Master,"Figma,Prototyping,Wireframing,Adobe XD,CSS,User Research,Usability Testing",User Experience,0,UX/UI Designer
Bachelor,"Terraform,Git,Azure,AWS,Ansible,Python,Bash","Cloud Computing,Automation",3,DevOps Engineer
Master,"Agile,SQL,Leadership,User Research,Scrum,Product Strategy,Data Analysis",Strategy,3,Product Manager
Master,"HTML,Usability Testing,Prototyping,CSS,Design Thinking","Visual Design,User Experience,Product Development",1,UX/UI Designer
Bachelor,"Usability Testing,Wireframing,Figma,Adobe XD,User Research,HTML",Visual Design,0,UX/UI Designer
Bachelor,"SQL,Product Strategy,User Research,Roadmap Planning,Stakeholder Management,Scrum",Strategy,0,Product Manager
Bachelor,"Docker,Git,SQL,C++,JavaScript,React,Algorithms,AWS",Software Development,1,Software Engineer
Master,"Scrum,User Research,Agile,SQL,Leadership,Roadmap Planning,Product Strategy,Stakeholder Management,Data Analysis","Product Development,Strategy",1,Product Manager
PhD,"Deep Learning,SQL,Statistics,Python,Pandas,R,PyTorch,Machine Learning,Data Visualization,TensorFlow",Statistics,0,Data Scientist
Bachelor,"Data Visualization,R,NumPy,SQL,Pandas,PyTorch,Python,TensorFlow,Deep Learning,Statistics","Research,Data Analysis",0,Data Scientist
Bachelor,"AWS,Bash,Git,Linux,Ansible,Jenkins,Terraform,CI/CD,Docker,Kubernetes","Cloud Computing,Automation,System Administration",3,DevOps Engineer
